# E(eV)          SpinUpDos SpinDownDos
29.990577929734904217  0.831891394354538849 2.321648791541917944
30.000577929651853992  0.965346096657792696 2.391559411783543698
30.010577929568803768  1.155547416971791419 2.322338321159738594
30.020577929485757096  1.354501535707669513 2.156077111908717203
30.030577929402706872  1.511169871948370824 1.949028114769184139
30.040577929319656647  1.590481027964242511 1.749576936604400501
30.050577929236609975  1.588466856587655851 1.585334112547981622
30.060577929153559751  1.534415805210263439 1.463108078372419518
30.070577929070509526  1.475587773370693911 1.376171726885967228
30.080577928987462855  1.450545332881546745 1.311278110320976964
30.090577928904412630  1.466530659854718532 1.253539859237621679
30.100577928821365958  1.495841480385188715 1.192105614596209229
30.110577928738315734  1.494250200413620444 1.127172651641337398
30.120577928655265509  1.429623422421545387 1.073149210364471307
30.130577928572218838  1.302527032863923351 1.052654119100203012
30.140577928489168613  1.147055210526692015 1.083606063058344837
30.150577928406118389  1.013358252984922547 1.168912987465481779
30.160577928323071717  0.943431462471549853 1.296570335087338544
30.170577928240021492  0.953314540827143952 1.448411792568231160
30.180577928156971268  1.029318205873633874 1.608184259089581181
30.190577928073924596  1.137646727843859784 1.761706207162055948
30.200577927990874372  1.240028263732187996 1.890902443210500383
30.210577927907827700  1.306125136590926106 1.969946415154141262
30.220577927824777476  1.317884850633030736 1.969709499848653733
30.230577927741727251  1.268276221668259263 1.869240113666903458
30.240577927658680579  1.160398408567262507 1.667257954055421765
30.250577927575630355  1.009429426985740008 1.386566994750199733
30.260577927492580130  0.843623048890915661 1.068653663970409617
30.270577927409533459  0.698982499481847097 0.761226929771820382
30.280577927326483234  0.607333684918146322 0.505160687291217547
30.290577927243433010  0.583947121184664297 0.327285271928131116
30.300577927160386338  0.622302512845437028 0.241499004228320296
30.310577927077336113  0.699067004899823430 0.254978000765616997
30.320577926994285889  0.785997477574804426 0.372627184808578094
30.330577926911214348  0.861976959406986820 0.594121359892629819
30.340577926828164124  0.919467335953518816 0.903752200901029146
30.350577926745117452  0.963627402545128242 1.260357981486251111
30.360577926662067227  1.006107043666723655 1.597564748716669314
30.370577926579017003  1.057183659439502765 1.839753657562426703
30.380577926495970331  1.119765747671952916 1.928586129804945370
30.390577926412920107  1.187781709550302933 1.846328323782852499
30.400577926329873435  1.249446659825377726 1.622996692533482221
30.410577926246823210  1.292816970433671386 1.324223414383032926
30.420577926163772986  1.309157790567077928 1.027675890191114272
30.430577926080726314  1.291850064120039443 0.799822644402016558
30.440577925997676090  1.233687446228273421 0.680885725442235246
30.450577925914625865  1.127829033064308595 0.679346529973158031
30.460577925831579194  0.973788688496729837 0.773772233934657327
30.470577925748528969  0.783468074595507602 0.919949555400670027
30.480577925665478745  0.580702159638817439 1.062659484691201639
30.490577925582432073  0.393105857997063490 1.151144868134317489
30.500577925499381848  0.241583414740271812 1.155112963307276974
30.510577925416335177  0.134255264662615031 1.076032120235552281
30.520577925333284952  0.067368250031428920 0.948874344062802466
30.530577925250234728  0.030758349962463523 0.832731211027568197
30.540577925167188056  0.013730139918407191 0.792916894938104022
30.550577925084137831  0.008831400199899657 0.879886826625256857
30.560577925001087607  0.013394874561418248 1.111061544026417769
30.570577924918040935  0.029833254617602951 1.461515162550369507
30.580577924834990711  0.065201622609158100 1.868379322606177118
30.590577924751940486  0.129402285985565912 2.249772837871649500
30.600577924668893814  0.230902917430352322 2.531836930444260503
30.610577924585843590  0.369998700669622316 2.671653378277139890
30.620577924502793365  0.532343623277408584 2.665520590189032646
30.630577924419746694  0.687697685604903852 2.541225350022571217
30.640577924336696469  0.797656386027919440 2.341865435329851586
30.650577924253649797  0.830705126943355077 2.110261087453841888
30.660577924170599573  0.776767778575715773 1.878410938579785583
30.670577924087549349  0.652156445762925308 1.662755916725317196
30.680577924004502677  0.491638791381622919 1.465964309972709989
30.690577923921452452  0.332870826994640989 1.285373528202433668
30.700577923838402228  0.202688397542686721 1.123841297895273428
30.710577923755355556  0.111864355112539601 0.994588478688690159
30.720577923672305332  0.058417624432657064 0.914316131351214478
30.730577923589255107  0.034943134399937958 0.888363014668566153
30.740577923506208435  0.035078909888437280 0.899671629546757279
30.750577923423158211  0.056530551545445604 0.911822231330732036
30.760577923340111539  0.100439522257840794 0.885921673583637048
30.770577923257061315  0.168292373908026760 0.800416859540657222
30.780577923174011090  0.258410209232927179 0.660811400177868435
30.790577923090964418  0.364434473504638035 0.494068324513688817
30.800577923007914194  0.477281293425544206 0.333222505514915335
30.810577922924863969  0.589337228786912637 0.202889914419245587
30.820577922841817298  0.696967442484102584 0.113264210937157994
30.830577922758767073  0.797902996140055776 0.063111288787132416
30.840577922675716849  0.884753304487379211 0.047202465900703906
30.850577922592670177  0.940937834538806861 0.062930064503350411
30.860577922509619953  0.945003446083827026 0.112834054394573724
30.870577922426569728  0.882447531321403522 0.202021255748321832
30.880577922343523056  0.756798894982068093 0.331396230061518360
30.890577922260472832  0.591263048987499040 0.489846080699317621
30.900577922177426160  0.419520323100403103 0.650510766280996577
30.910577922094375936  0.272460515227655020 0.775732204703851291
30.920577922011325711  0.169572992484364166 0.830620054049242107
30.930577921928279039  0.118733575762719645 0.798651708578041464
30.940577921845228815  0.121438747279365669 0.689807721716856892
30.950577921762178590  0.177360424203371975 0.535952122972781053
30.960577921679131919  0.283790956605606215 0.376695942282521623
30.970577921596081694  0.430217335939174550 0.244778163288860540
30.980577921513031470  0.592865508678782960 0.158593353865339237
30.990577921429984798  0.735567366394977218 0.123034326522931850
31.000577921346934573  0.819901945904671026 0.134238658200402733
31.010577921263887902  0.820684960820183940 0.183102245384500623
31.020577921180837677  0.737639440972333249 0.255880717622817722
31.030577921097787453  0.595474229365913543 0.334212838652870159
31.040577921014740781  0.432266199471967871 0.398099913463131727
31.050577920931690556  0.283795613825923887 0.432879312959800200
31.060577920848640332  0.173081160246288779 0.437084874596853412
31.070577920765593660  0.109332911401044494 0.425755286837168623
31.080577920682543436  0.093763201064400267 0.425379922493420881
31.090577920599493211  0.126114015722428169 0.461361340945515785
31.100577920516446540  0.206664396502639236 0.543619660201902444
31.110577920433396315  0.332249009419096297 0.657989414128409944
31.120577920350346091  0.489256498283496710 0.769093283950912587
31.130577920267299419  0.649600335192904610 0.834774576234904253
31.140577920184249194  0.775080938536215180 0.825325825067439012
31.150577920101202523  0.830498450061075699 0.737020342551687357
31.160577920018152298  0.799023268248608143 0.592378968790512550
31.170577919935102074  0.690233466239237425 0.427916666690014713
31.180577919852055402  0.535360011329230501 0.277653970933205430
31.190577919769005177  0.372828089842559995 0.161782243145771942
31.200577919685954953  0.233122392149951702 0.084644464189987320
31.210577919602908281  0.130879612453342786 0.039764016682423617
31.220577919519858057  0.065973974738926314 0.016772552076627902
31.230577919436807832  0.029859734968163083 0.006352176186648816
31.240577919353761160  0.012134226232257525 0.002160027625065837
31.250577919270710936  0.004427459786124043 0.000659491239023147
31.260577919187664264  0.001450707275845687 0.000180789025010452
31.270577919104614040  0.000428073259723846 0.000044500648641091
31.280577919021563815  0.000119706078737997 0.000009849223983728
31.290577918938517143  0.000057739036431277 0.000002053134581532
31.300577918855466919  0.000128627551049727 0.000000962691597401
31.310577918772416695  0.000438567919879566 0.000003393379466329
31.320577918689370023  0.001397991668880596 0.000016278525692742
31.330577918606319798  0.004010152155367461 0.000071255045782443
31.340577918523269574  0.010330077101824828 0.000280398764504923
31.350577918440222902  0.023895014451864108 0.000991828944663643
31.360577918357172678  0.049638520527164859 0.003154846880717707
31.370577918274122453  0.092627701236214138 0.009029339578770158
31.380577918191075781  0.155341428488275840 0.023271137349909047
31.390577918108025557  0.234369523758258591 0.054066886482543229
31.400577918024978885  0.318782547331309007 0.113401416012282416
31.410577917941928661  0.392572510307833078 0.215122947322494512
31.420577917858878436  0.441403684983371347 0.369962487687800490
31.430577917775831764  0.460335475171456954 0.578462142429088111
31.440577917692781540  0.457146372152012759 0.825041003358182423
31.450577917609731315  0.447959485806689539 1.077221264173181536
31.460577917526684644  0.447279894286279678 1.292006698868284564
31.470577917443634419  0.459156680670305850 1.427598921735114601
31.480577917360584195  0.475887519710018414 1.455843076344140341
31.490577917277537523  0.485234226333609742 1.370743301348153809
31.500577917194487299  0.480614190290560794 1.190289464477820802
31.510577917111440627  0.466374313667715923 0.951086849559824810
31.520577917028390402  0.454055539970538380 0.697481083880210684
31.530577916945340178  0.452595156957836364 0.469097425288837855
31.540577916862293506  0.460124663254216137 0.291806193590761820
31.550577916779243282  0.463710639336228858 0.175486720961705728
31.560577916696193057  0.447225974078714839 0.118024740983576862
31.570577916613146385  0.401525816471106245 0.111517218580769156
31.580577916530096161  0.329879480120019775 0.146234639622386781
31.590577916447045936  0.245683285513492167 0.210587710734690736
31.600577916363999265  0.165096701839652110 0.288989784443920372
31.610577916280949040  0.099954741076220238 0.361430520253684939
31.620577916197898816  0.054765055095651445 0.407319021309528351
31.630577916114852144  0.028041301318298205 0.412502969697008892
31.640577916031801919  0.015742688412180305 0.375164311824770946
31.650577915948755248  0.014384756948699944 0.306379147853962752
31.660577915865705023  0.022540789467152125 0.224683825842289797
31.670577915782654799  0.040573443862997736 0.148058938793052958
31.680577915699608127  0.069009509137960209 0.087999094268995506
31.690577915616557902  0.106322729058551016 0.048199301261831903
31.700577915533507678  0.147298003666230970 0.027150492235894563
31.710577915450461006  0.183268004759301190 0.022122622145207299
31.720577915367410782  0.204741904124999263 0.032196779669567716
31.730577915284360557  0.205372578795806060 0.059101745157989778
31.740577915201313886  0.184965944450251440 0.105583959614933484
31.750577915118263661  0.149574363173203995 0.171869293606916718
31.760577915035216989  0.108607246368686169 0.251843459963084382
31.770577914952166765  0.070833590883065622 0.331528787646957535
31.780577914869116540  0.041591123102155146 0.392042828222551487
31.790577914786069869  0.022340416924148246 0.416779690433149497
31.800577914703019644  0.012146388291698437 0.399347550392185113
31.810577914619969420  0.009942509946468930 0.347554293790301505
31.820577914536922748  0.016668210530743223 0.280946854039706817
31.830577914453872523  0.036823138378536041 0.223417566067533657
31.840577914370822299  0.078959615688281651 0.194852903611139966
31.850577914287775627  0.154210699661864487 0.205158844305529359
31.860577914204725403  0.271987858400316362 0.251843290877062420
31.870577914121675178  0.433369957440935982 0.321095245522578288
31.880577914038628506  0.625147049400520904 0.392267329870787163
31.890577913955578282  0.818953277455265360 0.445123587759716499
31.900577913872531610  0.978121730411498413 0.467327262871679527
31.910577913789481386  1.070050674837453863 0.458222423648662058
31.920577913706431161  1.077668073727239495 0.426481909913439650
31.930577913623384489  1.003966153201291789 0.383329773077059288
31.940577913540334265  0.868373363382650143 0.336259141667550221
31.950577913457284041  0.698556918043692576 0.287321084218300160
31.960577913374237369  0.522302859409411790 0.235951463419979107
31.970577913291187144  0.361927828918844230 0.182846141583748262
31.980577913208136920  0.231414888112788319 0.131473890720526482
31.990577913125090248  0.135845818891742964 0.086621571877648143
32.000577913042043576  0.072855244479705414 0.051861583960741878
32.010577912958993352  0.035544576593025512 0.028073065391044528
32.020577912875943127  0.015720644742889589 0.013698034334416562
32.030577912792892903  0.006286389501511941 0.006014560638690624
32.040577912709842678  0.002269887730387325 0.002374122799430783
32.050577912626792454  0.000747165450097339 0.000842010798218060
32.060577912543749335  0.000260760557172466 0.000268233959831803
32.070577912460699110  0.000239762504896764 0.000076739134622533
32.080577912377648886  0.000680386585944348 0.000019714660994660
32.090577912294598661  0.002185221135888951 0.000004549376367907
32.100577912211548437  0.006412131887903029 0.000000954383745230
32.110577912128505318  0.016912897343557307 0.000000259604856262
32.120577912045455093  0.040057003943982705 0.000000544487573036
32.130577911962404869  0.085183140635645541 0.000002827798964100
32.140577911879354644  0.162645333591607683 0.000013892331159336
32.150577911796304420  0.278831743350543004 0.000061369431995622
32.160577911713254196  0.429195796037844357 0.000243421674863915
32.170577911630211076  0.593172956744099089 0.000866921271999163
32.180577911547160852  0.736071266320043605 0.002772126777241340
32.190577911464110628  0.820107955210965023 0.007959027593327599
32.200577911381060403  0.820417324804742720 0.020517364917165097
32.210577911298010179  0.736904585812232837 0.047489820051455953
32.220577911214967060  0.594292615311694972 0.098696835181083645
32.230577911131916835  0.430330419131477460 0.184180955607784497
32.240577911048866611  0.279779827119976898 0.308645778777661750
32.250577910965816386  0.163321510032936351 0.464550680402409377
32.260577910882766162  0.085601823079514319 0.628286638170436396
32.270577910799715937  0.040284249733190960 0.764346935111405501
32.280577910716672818  0.017021592272113004 0.838478558096932725
32.290577910633622594  0.006457697917188390 0.834053536784060690
32.300577910550572369  0.002199722548210924 0.761706195335861924
32.310577910467522145  0.000672776411497748 0.655166518115471885
32.320577910384471920  0.000184751185385823 0.554880600355558640
32.330577910301428801  0.000045556339383500 0.488901991031772787
32.340577910218378577  0.000010110831698059 0.461819649322802395
32.350577910135328352  0.000002176126729606 0.456876954546007186
32.360577910052278128  0.000001362578677950 0.448452381576702530
32.370577909969227903  0.000005339863581792 0.416838762929275686
32.380577909886177679  0.000024942934116670 0.357328622211173952
32.390577909803134560  0.000105677431882138 0.280214450647734259
32.400577909720084335  0.000402128272853237 0.204131074090054404
32.410577909637034111  0.001373927197005786 0.148332646159458459
32.420577909553983886  0.004214786653173756 0.128220157540775204
32.430577909470933662  0.011609141741747781 0.154334720057352548
32.440577909387890543  0.028710269533304727 0.231744311700842892
32.450577909304840318  0.063751009149776008 0.357021066353305050
32.460577909221761672  0.127101154733631622 0.513625074884530020
32.470577909138718553  0.227522613000222224 0.670350817410939603
32.480577909055668329  0.365689318844629130 0.787620119756234360
32.490577908972618104  0.527731019712355587 0.831446322582459318
32.500577908889567880  0.683794506888454556 0.788202046845718929
32.510577908806517655  0.795520235222057948 0.670922014139529788
32.520577908723474536  0.830977935998422623 0.512771448538728136
32.530577908640424312  0.779364091867105424 0.351875837701122629
32.540577908557374087  0.656302306255336587 0.216804350510499705
32.550577908474323863  0.496226675233870429 0.119938676649287701
32.560577908391273638  0.336875107369223326 0.059574879126486478
32.570577908308223414  0.205338494500840185 0.026569276596592525
32.580577908225180295  0.112378819154066195 0.010639198935612671
32.590577908142130070  0.055221880692866390 0.003825170234182366
32.600577908059079846  0.024364110500961288 0.001234824517886780
32.610577907976029621  0.009651672253419950 0.000357908785082806
32.620577907892979397  0.003432947877232487 0.000093143405240760
32.630577907809936278  0.001096338060507632 0.000021764289911433
32.640577907726886053  0.000314365161940165 0.000004566143248350
32.650577907643835829  0.000080935111541331 0.000000860136219491
32.660577907560785604  0.000018709068539384 0.000000145478943879
32.670577907477735380  0.000003883112748600 0.000000022101846077
32.680577907394685155  0.000000723636530132 0.000000003105455848
32.690577907311642036  0.000000121080515977 0.000000001183165534
32.700577907228591812  0.000000018192406649 0.000000006431915365
32.710577907145541587  0.000000002475187074 0.000000045041090379
32.720577907062491363  0.000000000492289267 0.000000284943822133
32.730577906979441138  0.000000001621583359 0.000001618675293143
32.740577906896398019  0.000000011625998488 0.000008256070517989
32.750577906813347795  0.000000076320622924 0.000037809392134688
32.760577906730297570  0.000000449967287994 0.000155467149204592
32.770577906647247346  0.000002381958269669 0.000573971347364260
32.780577906564197121  0.000011321396840814 0.001902630389384415
32.790577906481146897  0.000048314614331986 0.005662800784174098
32.800577906398103778  0.000185126955433666 0.015132851701818426
32.810577906315053553  0.000636903211492814 0.036309720586480750
32.820577906232003329  0.001967387269571248 0.078223577802599059
32.830577906148953105  0.005456559725149863 0.151309112209082774
32.840577906065902880  0.013588158612260429 0.262787757275726341
32.850577905982852656  0.030381900729793746 0.409786655872711736
32.860577905899809537  0.060993269117309387 0.573750575169264754
32.870577905816759312  0.109941465165512356 0.721275356221921959
32.880577905733709088  0.177931880110812984 0.814126126556105167
32.890577905650658863  0.258558400974432445 0.825077850644367894
32.900577905567608639  0.337346475385822575 0.750776729649800689
32.910577905484565520  0.395190357038708584 0.613393706870118627
32.920577905401515295  0.415670437961090766 0.449966795578331025
32.930577905318465071  0.392558673439326322 0.296370011005537504
32.940577905235414846  0.332868465475294473 0.175267214172429131
32.950577905152364622  0.253427283666361136 0.093063578769831415
32.960577905069314397  0.173239420283328505 0.044368163557241713
32.970577904986271278  0.106329241310525346 0.018992222749887881
32.980577904903221054  0.058596459321054575 0.007299494329128065
32.990577904820170829  0.028993661581356758 0.002518966512502786
33.000577904737120605  0.012881098344527046 0.000780485161334439
33.010577904654070380  0.005139162752798265 0.000217129856573806
33.020577904571027261  0.001845528861698193 0.000054235928379113
33.030577904487977037  0.000615622679418307 0.000012163743397492
33.040577904404926812  0.000267267377251589 0.000002449401950299
33.050577904321876588  0.000394155619077944 0.000000442859032839
33.060577904238826363  0.001150315113295850 0.000000071892505197
33.070577904155776139  0.003337424749484027 0.000000010478920648
33.080577904072733020  0.008761692612910635 0.000000001372020041
33.090577903989682795  0.020664220136341362 0.000000000167974206
33.100577903906632571  0.043760265322588740 0.000000000082406284
33.110577903823582346  0.083206019450574278 0.000000000563938324
33.120577903740532122  0.142050338146350819 0.000000004341048880
33.130577903657489003  0.217742117620021297 0.000000030087435221
33.140577903574438778  0.299678268894690014 0.000000187241323644
33.150577903491388554  0.370323010717914514 0.000001046239283996
33.160577903408338329  0.410883578135570637 0.000005248956611651
33.170577903325288105  0.409326166131963709 0.000023644360980968
33.180577903242237880  0.366127937951614690 0.000095630145738448
33.190577903159194761  0.294041662616825794 0.000347275937436850
33.200577903076144537  0.212030095049949546 0.001132314855759389
33.210577902993094312  0.137277317619661360 0.003314914690625996
33.220577902910044088  0.079801802182028730 0.008713450043401842
33.230577902826993864  0.041652325358522868 0.020564614518251697
33.240577902743950744  0.019519938419328288 0.043577633178506381
33.250577902660900520  0.008213538034016926 0.082912372551047733
33.260577902577850296  0.003103092631533823 0.141640576210834229
33.270577902494800071  0.001052620553406138 0.217254442196840619
33.280577902411749847  0.000320598576493544 0.299200478733945230
33.290577902328699622  0.000087672617304224 0.369971732269952613
33.300577902245656503  0.000021526776020093 0.410759344615582001
33.310577902162606279  0.000004745769606718 0.409467161549468717
33.320577902079556054  0.000000939392195785 0.366491450740192459
33.330577901996505830  0.000000166955188367 0.294526606001061175
33.340577901913455605  0.000000026642097522 0.212529418063043207
33.350577901830405381  0.000000003819234837 0.137741032201869673
33.360577901747362262  0.000000000511767466 0.080316737036136052
33.370577901664312037  0.000000000244913230 0.042602388191163736
33.380577901581261813  0.000000001541530008 0.021963031404110898
33.390577901498211588  0.000000011251578634 0.014655197614951210
33.400577901415161364  0.000000074012652946 0.018768145105848472
33.410577901332118245  0.000000437151256672 0.035422605837531540
33.420577901249068020  0.000002318304043529 0.068085570214684824
33.430577901166017796  0.000011038795814930 0.120067031326538412
33.440577901082967571  0.000047193877147226 0.190756834768804895
33.450577900999917347  0.000181159987988920 0.272256122022383307
33.460577900916867122  0.000624383796561003 0.348917843596138311
33.470577900833824003  0.001932207671564427 0.401501161314867405
33.480577900750773779  0.005368699929112013 0.414824037526938583
33.490577900667723554  0.013393633740339141 0.384816593974403987
33.500577900584673330  0.030001553912691513 0.320520880258941376
33.510577900501623105  0.060340720705097342 0.239701914954330852
33.520577900418579986  0.108971389682843742 0.160953090115129815
33.530577900335529762  0.176719875934943871 0.097037538797936890
33.540577900252479537  0.257407418256941911 0.052528241827936174
33.550577900169429313  0.336942442464378211 0.025530457360268710
33.560577900086379088  0.396912927084277167 0.011141328084968968
33.570577900003328864  0.422261231592223729 0.004365439461207890
33.580577899920285745  0.409315554761874978 0.001535789219426275
33.590577899837235520  0.369185682016041350 0.000485118568389165
33.600577899754185296  0.323812256938583676 0.000137586819274892
33.610577899671135071  0.296286500979700107 0.000035036348549870
33.620577899588084847  0.300299451363622072 0.000008011066768611
33.630577899505041728  0.333865288697071771 0.000001647122702906
33.640577899421991503  0.380230969764774440 0.000000321659327756
33.650577899338941279  0.415557843696886531 0.000000168741876976
33.660577899255891055  0.419773441218044663 0.000000688508670589
33.670577899172840830  0.385240685333479049 0.000003513224186688
33.680577899089790606  0.318923639194384545 0.000016263148801592
33.690577899006747487  0.237489989509281435 0.000067614720700023
33.700577898923697262  0.158900212894725945 0.000252411432950249
33.710577898840647038  0.095485163636269271 0.000846092028378053
33.720577898757596813  0.051523621280710086 0.002546770527947199
33.730577898674546589  0.024963617307706392 0.006884417016339311
33.740577898591503470  0.010859961403998312 0.016715712608257570
33.750577898508453245  0.004241938793454163 0.036466925687207538
33.760577898425403021  0.001487696031191859 0.071521362883775058
33.770577898342352796  0.000468464900896540 0.126234124580229923
33.780577898259302572  0.000132450227082381 0.200867932463591692
33.790577898176252347  0.000033623355822972 0.289084226058257177
33.800577898093209228  0.000007663763039329 0.378353778566046572
33.810577898010159004  0.000001568396012461 0.454399821740091914
33.820577897927108779  0.000000288192186026 0.507667679057910770
33.830577897844058555  0.000000047548050387 0.537298648871887052
33.840577897761008330  0.000000007056122851 0.549149564806318047
33.850577897677965211  0.000000001052635426 0.549076082939765620
33.860577897594914987  0.000000001047447229 0.537029654865856632
33.870577897511864762  0.000000006795415101 0.507105463210963725
33.880577897428814538  0.000000044161291691 0.453499032687181725
33.890577897345764313  0.000000258121939242 0.377189655360259390
33.900577897262714089  0.000001354664444889 0.287834724640503303
33.910577897179670970  0.000006383389523625 0.199730728917657058
33.920577897096620745  0.000027007451282971 0.125343523195020123
33.930577897013570521  0.000102595543019657 0.070914921151205179
33.940577896930520296  0.000349933907063523 0.036105199791557394
33.950577896847470072  0.001071657962757177 0.016525698101122536
33.960577896764419847  0.002946720896984621 0.006796165467254778
33.970577896681376728  0.007275024309565485 0.002510424036138211
33.980577896598326504  0.016126589566084842 0.000832788299381612
33.990577896515276279  0.032096912276383220 0.000248076347838104
34.000577896432226055  0.057358345521393191 0.000066355452473028
34.010577896349175830  0.092032795620412167 0.000015936607297650
34.020577896266132711  0.132587093835139447 0.000003436659219097
34.030577896183082487  0.171503318074989586 0.000000665436769140
34.040577896100032262  0.199184913507937544 0.000000115859055804
34.050577896016982038  0.207707893862504128 0.000000019476086084
34.060577895933931813  0.194474317678557357 0.000000012764649105
34.070577895850881589  0.163487495570150076 0.000000066684721748
34.080577895767838470  0.123402009877407376 0.000000387010103955
34.090577895684788245  0.083635783015864648 0.000002029090076044
34.100577895601738021  0.050911141228341644 0.000009568918261780
34.110577895518687797  0.027888209352038115 0.000040591122974330
34.120577895435637572  0.013932956897847248 0.000154906525072456
34.130577895352594453  0.006921956650646274 0.000531918141488649
34.140577895269544229  0.004930984992770177 0.001643702567635755
34.150577895186494004  0.007253317287172974 0.004571638777681040
34.160577895103443780  0.014705247124753630 0.011446079606850738
34.170577895020393555  0.029270284041978262 0.025801305843690569
34.180577894937343331  0.053025514475789057 0.052370577942855719
34.190577894854300212  0.086416764358181172 0.095730444423185151
34.200577894771249987  0.126486212217373911 0.157608801890060102
34.210577894688199763  0.166233259970992142 0.233734284983541540
34.220577894605149538  0.196158751361837164 0.312256847831932083
34.230577894522099314  0.207831050098692349 0.375816984244178365
34.240577894439056195  0.197708736977531191 0.407505557663127682
34.250577894356005970  0.168870557238477548 0.398099147322053148
34.260577894272955746  0.129507419651326949 0.350386414288699155
34.270577894189905521  0.089176003146374805 0.277836435251689273
34.280577894106855297  0.055133302035935729 0.198470029503517914
34.290577894023805072  0.030605026929542145 0.127712428845132120
34.300577893940761953  0.015254072374523548 0.074022584660637533
34.310577893857711729  0.006826737400532972 0.038640387679130375
34.320577893774661504  0.002744994042692326 0.018164191624563869
34.330577893691611280  0.000999738362875276 0.007689332051576075
34.340577893608561055  0.000364381318573745 0.002936025640169549
34.350577893525517936  0.000262489040917196 0.001033865947550257
34.360577893442467712  0.000611037262957013 0.000426001757612096
34.370577893359417487  0.001831571353759181 0.000500357835794968
34.380577893276367263  0.005103176701029935 0.001351342202538015
34.390577893193317038  0.012800552481820250 0.003838207734308603
34.400577893110266814  0.028834797315595000 0.009922627169524646
34.410577893027223695  0.058320913571183734 0.023057025054238702
34.420577892944173470  0.105911926640884349 0.048109286075565673
34.430577892861123246  0.172694336008099414 0.090130138702863502
34.440577892778073021  0.252827296344120989 0.151608666562470795
34.450577892695022797  0.332339885167762195 0.228976373276339185
34.460577892611972572  0.392241561072728950 0.310505971170503936
34.470577892528929453  0.415659192998546367 0.378060999784623375
34.480577892445879229  0.395488454550877055 0.413300983679500855
34.490577892362829004  0.337864737604990362 0.405680037388062797
34.500577892279778780  0.259157966490728919 0.357530811310851460
34.510577892196728556  0.178483838663463124 0.282914983923679864
34.520577892113685436  0.110368685526487931 0.201006944854028730
34.530577892030635212  0.061278126782479438 0.128226802921826616
34.540577891947584988  0.030547644629016789 0.073444487355815338
34.550577891864534763  0.013672962311545637 0.037770456311330344
34.560577891781484539  0.005494904411944849 0.017440458483663969
34.570577891698434314  0.001982760714379395 0.007230631052675674
34.580577891615362773  0.000642381621082786 0.002691579081762892
34.590577891532312549  0.000186865250275005 0.000899602647930400
34.600577891449269430  0.000048806383143120 0.000269964677304747
34.610577891366219205  0.000011445567769344 0.000072740419447552
34.620577891283168981  0.000002409964779609 0.000017597756184793
34.630577891200118756  0.000000455613609507 0.000003822534640644
34.640577891117068532  0.000000077338424243 0.000000745518116398
34.650577891034025413  0.000000011787089691 0.000000130550220996
34.660577890950975188  0.000000001612985620 0.000000020526252142
34.670577890867924964  0.000000000198183293 0.000000002897706171
34.680577890784874739  0.000000000021863326 0.000000000367292170
34.690577890701824515  0.000000000002165599 0.000000000041800515
34.700577890618774290  0.000000000000192598 0.000000000004271341
34.710577890535731171  0.000000000000015379 0.000000000000391886
34.720577890452680947  0.000000000000001103 0.000000000000032283
34.730577890369630722  0.000000000000000071 0.000000000000002388
34.740577890286580498  0.000000000000000004 0.000000000000000159
34.750577890203530274  0.000000000000000000 0.000000000000000009
34.760577890120480049  0.000000000000000000 0.000000000000000001
34.770577890037436930  0.000000000000000000 0.000000000000000000
34.780577889954386706  0.000000000000000000 0.000000000000000000
34.790577889871336481  0.000000000000000000 0.000000000000000000
34.800577889788286257  0.000000000000000000 0.000000000000000000
34.810577889705236032  0.000000000000000000 0.000000000000000000
34.820577889622192913  0.000000000000000000 0.000000000000000000
34.830577889539142689  0.000000000000000000 0.000000000000000000
34.840577889456092464  0.000000000000000000 0.000000000000000000
34.850577889373042240  0.000000000000000000 0.000000000000000000
34.860577889289992015  0.000000000000000000 0.000000000000000000
34.870577889206941791  0.000000000000000000 0.000000000000000000
34.880577889123898672  0.000000000000000000 0.000000000000000000
34.890577889040848447  0.000000000000000000 0.000000000000000000
34.900577888957798223  0.000000000000000000 0.000000000000000000
34.910577888874747998  0.000000000000000000 0.000000000000000000
34.920577888791697774  0.000000000000000000 0.000000000000000000
34.930577888708654655  0.000000000000000000 0.000000000000000000
34.940577888625604430  0.000000000000000000 0.000000000000000000
34.950577888542554206  0.000000000000000000 0.000000000000000000
34.960577888459503981  0.000000000000000000 0.000000000000000000
34.970577888376453757  0.000000000000000000 0.000000000000000000
34.980577888293403532  0.000000000000000000 0.000000000000000000
34.990577888210360413  0.000000000000000000 0.000000000000000000
35.000577888127310189  0.000000000000000000 0.000000000000000000
35.010577888044259964  0.000000000000000000 0.000000000000000000
35.020577887961209740  0.000000000000000000 0.000000000000000000
35.030577887878159515  0.000000000000000000 0.000000000000000000
35.040577887795116396  0.000000000000000000 0.000000000000000000
35.050577887712066172  0.000000000000000000 0.000000000000000000
35.060577887629015947  0.000000000000000000 0.000000000000000000
35.070577887545965723  0.000000000000000000 0.000000000000000000
35.080577887462915498  0.000000000000000000 0.000000000000000000
35.090577887379865274  0.000000000000000000 0.000000000000000000
35.100577887296822155  0.000000000000000000 0.000000000000000000
35.110577887213771930  0.000000000000000000 0.000000000000000000
35.120577887130721706  0.000000000000000000 0.000000000000000000
35.130577887047671481  0.000000000000000000 0.000000000000000000
35.140577886964621257  0.000000000000000000 0.000000000000000000
35.150577886881578138  0.000000000000000000 0.000000000000000000
